Key,EN,RU,FR,DE,ES,IT
dialogs/4room/bed_2,That’s not what I thought you meant.,,Ce n’est pas le sens que j’avais donné à vos propos.,Ich dachte du meinst etwas Anderes.,"Uf, no me esperaba eso...",Pensavo intendessi dire qualcos'altro.
dialogs/4room/bed_3,What did you think I meant?,,Que pensez-vous que je voulais dire?,"Was dachtest du denn, was ich meine?",¿A qué creías que me refería?,Cosa?
dialogs/4room/bed_4,Don’t answer that!,,Ne répondez pas à ça!,Beantworte das nicht!,¡No respondas!,Non rispondere!
dialogs/4room/carpets_1,"I thought I had style before, but ya’ll are showing me that I have a lot to learn.",,"Je pensais avoir du style avant, mais vous me montrez que j’ai encore beaucoup à apprendre.","Ich dachte vorher ich hätte Stil, aber ihr zeigt mir, dass ich noch eine Menge zu lernen habe.",Y yo que pensaba que tenía estilo antes... Pero me estáis enseñando que tengo mucho que aprender.,Prima di incontrarvi credevo di avere gusto. Ma ora capisco che ho molto da imparare.
dialogs/4room/carpets_2,That’s what’s fun about life. There’s always a new peak to reach.,,C’est ce qui est amusant à propos de la vie. Il y a toujours un nouveau sommet à atteindre.,"Das ist es, was im Leben Spaß macht. Es gibt immer einen neuen Gipfel zu erklingen.","Bueno, así es la vida. Siempre tenemos algo nuevo que aprender.",È la cosa bella della vita. C'è sempre una nuova vetta da scalare.
dialogs/4room/carpets_3,I’m gonna have to call you Guru Danny. You know what’s up.,,Je vais devoir vous appeler Gourou Danny. Vous savez de quoi il retourne.,"Ich werde dich Guru Danny nennen müssen. Du weißt, was los ist.",Te voy a tener que bautizar como Danny el Gurú. Vosotros sí que sabéis.,"Danny, dovrò chiamarti guru. Sai un sacco di cose."
dialogs/4room/decor1_1,Ya’ll are good. My idea for decor would have been a basketball poster. My girl would kill me.,,"Vous êtes tous bons. Comme décoration, j’aurais pensé à une affiche de basket-ball. Ma copine me tuerait.",Ihr seid echt gut. Meine Idee für die Dekoration wäre ein Basketball-Poster gewesen. Mein Schatz würde mich umbringen.,"Así sí. Mi única idea a la hora de decorar habría sido poner un póster de baloncesto, o algo así. Mi chica me habría matado.",Siete troppo forti. Per me la decorazione giusta era un poster di basket. La mia ragazza mi avrebbe ucciso.
dialogs/4room/decor1_2,We can’t let that happen. You haven’t signed the check for our services yet!,,Nous ne pouvons pas laisser cela se produire. Vous n’avez pas encore signé le chèque pour nos services!,Das können wir nicht zulassen. Du hast den Scheck für unsere Arbeit noch nicht unterschrieben!,"Tranquilo, tu vida está a salvo. ¡Que todavía no nos has pagado!",Non possiamo permetterlo. Non hai ancora firmato il nostro assegno!
dialogs/4room/decor1_3,"Haha! Good thing we won’t have to worry about that now, will we?",,"Ha ha! Heureusement que nous n’aurons pas à nous en soucier maintenant, n’est-ce pas?","Haha! Gut, dass wir uns darüber jetzt keine Sorgen mehr machen müssen, oder?","¡Ja, ja, ja! Menos mal que todavía no tenemos que preocuparnos de eso.","Ah ah! Almeno questo non sarà più un rischio, non è vero?"
dialogs/4room/decor2_1,"Isn’t it nice to see you can still keep that fun, party atmosphere while also keeping the decor classy?",,N’est-il pas agréable de voir qu’on peut toujours préserver cette atmosphère de fête amusante avec le décor élégant?,"Ist es nicht schön zu sehen, dass man immer noch diese spaßige, Party-Atmosphäre haben kann, während die Einrichtung stilvoll ist?","¿A que mola poder tener ese ambiente fiestero que tanto gusta, pero teniendo una decoración con mucho gusto?","È bello vedere che riesci a far convivere la festa con delle decorazioni classiche, non è vero?"
dialogs/4room/decor2_2,Most definitely. Maybe I’ll start wearing a leisure suit around the house too.,,Très certainement. Peut-être vais-je aussi commencer à porter un survêtement dans la maison.,"Auf jeden Fall. Vielleicht fange ich auch an, einen Jogginganzug im Haus zu tragen.",Pues sí. A este paso me voy a tener que poner un smoking o algo para andar por casa.,Assolutamente. Magari inizierò a indossare anche un abito per il tempo libero.
dialogs/4room/decor2_3,You and your girlfriend should get matching leisure suits! That would be adorable.,,Votre petite-amie et vous devriez avoir des survêtements assortis! Ce serait adorable.,Du und deine Freundin solltet euch passende Jogginganzüge zulegen! Das wäre so süß.,"¡Tu novia y tú deberían ir conjuntados! ¡Los dos de gala! Ay, qué monería.",Tu e la tua ragazza dovreste indossarne due abbinati! Sareste una coppia fantastica.
dialogs/4room/сhest_of_drawers_1,I’m going to fill this bad boy up. I’m pretty sure I have more clothes than my girlfriend.,,Je vais combler ce mauvais garçon. Je suis presque sûr d’avoir plus de vêtements que ma petite-amie.,"Ich werde mal auffüllen. Ich bin mir ziemlich sicher, dass ich mehr Klamotten habe als meine Freundin.",Este armario va a estar hasta los topes en un santiamén. Estoy bastante seguro de tener aún más ropa que mi chica.,Questo lo riempirò subito. Sono certo di avere più vestiti della mia ragazza.
dialogs/4room/сhest_of_drawers_2,There’s no shame in being a well dressed man.,,Il n’y a pas de honte à être un homme bien habillé.,"Es ist keine Schande, ein gut gekleideter Mann zu sein.",No hay de qué avergonzarse. No hay nada como un hombre bien vestido.,Non c'è da vergognarsi a essere un uomo che tiene ai vestiti.
dialogs/4room/сhest_of_drawers_3,That’s what I’m saying! I got an outfit for every party. I even have overalls and a cowboy hat for line dancing!,,C’est ce que je dis! J’ai une tenue pour chaque fête. J’ai même une salopette et un chapeau de cowboy pour la danse en ligne!,Ganz genau! Ich habe ein Outfit für jede Party. Ich habe sogar eine Latzhose und einen Cowboyhut für Line Dance!,¡Eso digo yo! Tengo un conjunto para cada tipo de fiesta. ¡Hasta tengo un peto y un sombrero vaquero para las fiestas cowboy!,Lo dico sempre anche io! Ho un completo per ogni festa. Ho perfino i chaps e il cappello da cowboy per la quadriglia.
dialogs/4room/decor3_1,Feel free to switch out this decor with one of your paintings. I think that would score you some points with your girlfriend.,,N’hésitez pas à remplacer cette décoration par l’un de vos tableaux. Je pense que cela vous ferait gagner des points auprès de votre petite-amie.,"Du kannst ruhig, diese Deko mit einem deiner Bilder austauschen. Ich glaube, das würde dir einige Punkte bei deiner Freundin einbringen.",No dudes en cambiar nuestra decoración por uno de tus cuadros. Creo que te ganarías un poquito más a tu novia.,Sentiti libero di cambiare questa decorazione con uno dei tuoi quadri. Ti farà guadagnare dei punti con la tua fidanzata.
dialogs/4room/decor3_2,"Now you’re speaking my language, Danny! I’m going to start working on a piece right away.",,"Là, vous parlez le même langage que moi, Danny! Je vais commencer à travailler tout de suite sur une nouvelle pièce.","Jetzt sprichst du meine Sprache, Danny! Ich werde sofort mit der Arbeit an einem Stück beginnen.","¡Ahora sí que nos entendemos, Danny! Voy a empezar uno ya mismo.","Ora sì che parliamo la stessa lingua, Danny! Mi metterò subito a creare qualcosa."
dialogs/4room/decor3_3,Where do I find a man who will paint for me?!,,Où puis-je trouver un homme qui peindra pour moi?!,"Wo finde ich einen Mann, der für mich malt?!",¿Y dónde voy a encontrar yo un hombre que pinte para mí?,Quando troverò mai un uomo che dipinga solo per me!?
dialogs/4room/decor4_1,Ya’ll are making me miss my architecture days. That was my old job.,,Vous allez me faire regretter la période où je me consacrais à l’architecture. C’était mon ancien travail.,Ihr bringt mich dazu meine Zeit als Architekt zu vermissen. Das war mein früherer Job.,"Ay, me estáis haciendo echar de menos mis días como arquitecto. Que era mi antiguo trabajo.",Voi ragazzi mi fate ricordare i miei giorni da architetto. Era il mio vecchio lavoro.
dialogs/4room/decor4_2,Architecture and interior design are practically cousins. What made you switch careers?,,L’architecture et le design d’intérieur sont pratiquement cousins. Qu’est-ce qui vous a fait changer de carrière?,"Architektur und Innenarchitektur sind praktisch Cousins und Cousinen. Was hat dich dazu gebracht, den Beruf zu wechseln?",La arquitectura y el diseño de interiores son casi primos hermanos. ¿Qué te motivó a cambiar de profesión?,L'architettura e l'arredamento di interni sono praticamente cugini. Cosa ti ha fatto cambiare carriera?
dialogs/4room/decor4_3,"I wanted to spend more time with my girlfriend. It might be silly to throw away a great career for that, but I don’t regret it.",,"Je voulais passer plus de temps avec ma petite-amie. C’est peut-être idiot de tourner le dos à une belle carrière pour ça, mais je ne le regrette pas.","Ich wollte mehr Zeit mit meiner Freundin verbringen. Es mag dumm sein, dafür eine große Karriere wegzuwerfen, aber ich bereue es nicht.","Pues quería pasar más tiempo con mi novia. Puede parecer una tontería abandonar toda una carrera por eso, pero no me arrepiento ni un poco.","Volevo passare più tempo con la mia ragazza. Sembrerà sciocco abbandonare una carriera per questo, ma non ho rimpianti."
dialogs/4room/decor5_1,I bet your girlfriend is going to scream when you surprise her with this.,,Je parie que votre copine ne pourra pas s’empêcher de crier quand vous lui ferez cette surprise.,"Ich wette, deine Freundin wird schreien, wenn du sie damit überrascht.",Seguro que tu novia se vuelve loca cuando se encuentre con este sorpresón.,Scommetto che la tua fidanzata farà i salti di gioia vedendo la sorpresa che le hai fatto.
dialogs/4room/decor5_2,You have no idea how much I want to text her about it right now! I’m so excited I can’t wait.,,Vous n’avez aucune idée à quel point j’ai envie de lui en parler par SMS dès maintenant! J’ai tellement hâte!,"Du kannst dir nicht vorstellen, wie sehr ich ihr jetzt eine SMS darüber schreiben würde! Ich bin so aufgeregt, ich kann es kaum erwarten.",¡No tenéis ni idea de las ganas que tengo de contárselo! Estoy que me subo por las paredes.,Non immagini quanto vorrei mandarle un messaggio per raccontarle tutto! Non so se riuscirò a resistere.
dialogs/4room/decor5_3,Throw your phone in the ocean! Don’t ruin the surprise!,,Jetez votre téléphone dans l’océan! Ne gâchez pas la surprise!,Schmeiße dein Handy ins Meer! Ruiniere die Überraschung nicht!,"¡Rápido, tira el teléfono al mar! ¡No estropees la sorpresa!",Getta il cellulare nell'oceano! Non rovinare la sorpresa!
dialogs/4room/nightstand_1,Will you and your girlfriend be OK sharing a nightstand? I don’t want to start any turf wars.,,Votre petite-amie et vous serez-vous d’accord pour partager une table de chevet? Je ne veux pas engager de guerres intestines.,"Werden du und deine Freundin in der Lage sein, euch einen Nachttisch zu teilen? Ich will keine Revierkämpfe anfangen.",¿Seréis capaces de compartir la mesita de noche? No quiero que os peleéis por nuestra culpa...,Pensi che ve la caverete con un comodino solo? Non voglio dare inizio a una faida familiare.
dialogs/4room/nightstand_2,"She can have it. If I need a glass of water, I’ll just keep it under the bed.",,"Je la lui laisse. Si j’ai besoin d’un verre d’eau, je le rangerai simplement sous le lit.","Sie kann ihn haben. Wenn ich ein Glas Wasser brauche, stelle ich es einfach unter das Bett.","Nada, no hace falta compartir nada. Se la puede quedar ella. Si me hace falta un vaso de agua, lo pongo debajo de la cama y ya.","Lo darò a lei. Io, se mai dovesse servirmi, terrò il bicchiere d'acqua sotto il letto."
dialogs/4room/nightstand_3,At least you won’t spill it that way.,,Au moins ne le renverserez-vous pas ainsi.,Wenigstens verschüttest du es so nicht.,Al menos así será imposible que se caiga al suelo...,Così non rischi di rovesciarlo.
dialogs/4room/armchair_1,I can vibe with this chair. This is going to be my throne.,,Je peux m’éclater avec cette chaise. Ce sera mon trône.,Der Stuhl gefällt mir. Das wird mein Thron sein.,"Uf, esta silla sí que mola. Va a ser mi verdadero trono.",Sento le vibrazioni positive di questa sedia. Sarà il mio trono.
dialogs/4room/armchair_2,You have so much style that you could make a lawn chair feel like a throne.,,Vous avez tellement de style que vous pourriez donner à une chaise de jardin l’apparence d’un trône.,"Du hast so viel Stil, dass du einen Gartenstuhl wie einen Thron aussehen lassen könntest.",Tienes tanto estilo que podrías convertir en trono hasta una silla de playa cualquiera.,Hai così tanto stile da poter trasformare una sedia sdraio in un trono.
dialogs/4room/armchair_3,"That might be true, but I’ll take the nice chair over the lawn chair,",,"C’est peut-être vrai, mais je prendrai la jolie chaise au-dessus de la chaise de jardin.","Das kann sein, aber ich ziehe den schönen Stuhl dem Gartenstuhl vor.","Puede que tengas razón, pero mejor un sillón majestuoso que una sillita de playa.","Forse, ma per non sbagliare prenderò la sedia più bella."
dialogs/4room/sofa_1,"Look out, Jojo. This is where you’ll be sleeping when you get in trouble with your girlfriend.",,"Attention, Jojo. C’est là que vous dormirez lorsque vous aurez des ennuis avec votre petite-amie.","Pass auf, Jojo. Hier wirst du schlafen, wenn du Ärger mit deiner Freundin hast.","Cuidadito, Jojo. Aquí es donde vas a terminar como te metas en algún lío con tu novia.","Senti, Jojo. Qui è dove dormirai quando ti metterai nei guai con la tua ragazza."
